book_url,genre
https://www.goodreads.com/book/show/27406704-britt-marie-was-here,adult-fiction
https://www.goodreads.com/book/show/61718053-happy-place,adult-fiction
https://www.goodreads.com/book/show/42201996-ask-again-yes,adult-fiction
https://www.goodreads.com/book/show/40514431-evvie-drake-starts-over,adult-fiction
https://www.goodreads.com/book/show/22544764-uprooted,adult-fiction
https://www.goodreads.com/book/show/23492661-maybe-in-another-life,adult-fiction
https://www.goodreads.com/book/show/228333.The_Nanny_Diaries,adult-fiction
https://www.goodreads.com/book/show/34189556-the-wife-between-us,adult-fiction
https://www.goodreads.com/book/show/11447921-beautiful-ruins,adult-fiction
https://www.goodreads.com/book/show/10916.The_Pact,adult-fiction
https://www.goodreads.com/book/show/40611999-career-of-evil,adult-fiction
https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,adult-fiction
https://www.goodreads.com/book/show/50202953-piranesi,adult-fiction
https://www.goodreads.com/book/show/4406.East_of_Eden,adult-fiction
https://www.goodreads.com/book/show/40275288-the-priory-of-the-orange-tree,adult-fiction
https://www.goodreads.com/book/show/42135029-city-of-girls,adult-fiction
https://www.goodreads.com/book/show/25893693-lilac-girls,adult-fiction
https://www.goodreads.com/book/show/5526.Dear_John,adult-fiction
https://www.goodreads.com/book/show/42519313-nothing-to-see-here,adult-fiction
https://www.goodreads.com/book/show/28214365-commonwealth,adult-fiction
https://www.goodreads.com/book/show/53205888-under-the-whispering-door,adult-fiction
https://www.goodreads.com/book/show/25852870-eligible,adult-fiction
https://www.goodreads.com/book/show/46000520-the-thursday-murder-club,adult-fiction
https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,adult-fiction
https://www.goodreads.com/book/show/168668.Catch_22,adult-fiction
https://www.goodreads.com/book/show/26025580-the-grownup,adult-fiction
https://www.goodreads.com/book/show/46756.Oryx_and_Crake,adult-fiction
https://www.goodreads.com/book/show/24612118-fates-and-furies,adult-fiction
https://www.goodreads.com/book/show/12033455-i-ve-got-your-number,adult-fiction
https://www.goodreads.com/book/show/17235026-the-girl-with-all-the-gifts,adult-fiction
https://www.goodreads.com/book/show/30688435-exit-west,adult-fiction
https://www.goodreads.com/book/show/9712.Love_in_the_Time_of_Cholera,adult-fiction
https://www.goodreads.com/book/show/48570454-transcendent-kingdom,adult-fiction
https://www.goodreads.com/book/show/35068705-the-poppy-war,adult-fiction
https://www.goodreads.com/book/show/7048800-the-particular-sadness-of-lemon-cake,adult-fiction
https://www.goodreads.com/book/show/2967752-the-elegance-of-the-hedgehog,adult-fiction
https://www.goodreads.com/book/show/25489025-the-vegetarian,adult-fiction
https://www.goodreads.com/book/show/22896.Practical_Magic,adult-fiction
https://www.goodreads.com/book/show/28815371-the-mothers,adult-fiction
https://www.goodreads.com/book/show/1472878.Firefly_Lane,adult-fiction
https://www.goodreads.com/book/show/40603730-safe-haven,adult-fiction
https://www.goodreads.com/book/show/58468990-the-paris-apartment,adult-fiction
https://www.goodreads.com/book/show/54120408-klara-and-the-sun,adult-fiction
https://www.goodreads.com/book/show/45032.Mansfield_Park,adult-fiction
https://www.goodreads.com/book/show/3591262-cutting-for-stone,adult-fiction
https://www.goodreads.com/book/show/17934530-annihilation,adult-fiction
https://www.goodreads.com/book/show/16054217-the-book-of-life,adult-fiction
https://www.goodreads.com/book/show/2956.The_Adventures_of_Huckleberry_Finn,adult-fiction
https://www.goodreads.com/book/show/25893709-my-name-is-lucy-barton,adult-fiction
https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood,adult-fiction
https://www.goodreads.com/book/show/41817486-a-clockwork-orange,adult-fiction
https://www.goodreads.com/book/show/5168.Where_the_Heart_Is,adult-fiction
https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni,adult-fiction
https://www.goodreads.com/book/show/32796253-final-girls,adult-fiction
https://www.goodreads.com/book/show/28372019-the-bookshop-on-the-corner,adult-fiction
https://www.goodreads.com/book/show/18770398-night-film,adult-fiction
https://www.goodreads.com/book/show/52476830-the-push,adult-fiction
https://www.goodreads.com/book/show/43822820-the-family-upstairs,adult-fiction
https://www.goodreads.com/book/show/32758901-all-systems-red,adult-fiction
https://www.goodreads.com/book/show/140082.Club_Dead,adult-fiction
https://www.goodreads.com/book/show/87591651-the-stand,adult-fiction
https://www.goodreads.com/book/show/58446227-sea-of-tranquility,adult-fiction
https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,adult-fiction
https://www.goodreads.com/book/show/101842164-bared-to-you,adult-fiction
https://www.goodreads.com/book/show/1379961.People_of_the_Book,adult-fiction
https://www.goodreads.com/book/show/43890641-hamnet,adult-fiction
https://www.goodreads.com/book/show/101299.The_Reader,adult-fiction
https://www.goodreads.com/book/show/36373481-the-death-of-mrs-westaway,adult-fiction
https://www.goodreads.com/book/show/53138099-finlay-donovan-is-killing-it,adult-fiction
https://www.goodreads.com/book/show/29864343-rich-people-problems,adult-fiction
https://www.goodreads.com/book/show/6381205-soulless,adult-fiction
https://www.goodreads.com/book/show/49628.Cloud_Atlas,adult-fiction
https://www.goodreads.com/book/show/27003.The_Eyre_Affair,adult-fiction
https://www.goodreads.com/book/show/43697186-red-at-the-bone,adult-fiction
https://www.goodreads.com/book/show/14864.Plain_Truth,adult-fiction
